,id,name,type(s),document,filename,doc,tokens,lemmas,POS,proper_nouns
30,32,nidoran-m,['poison'],"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.",0032_nidoran-m.txt,stiffens its ears to sense danger the larger its horns the more powerful its secreted venom,"['stiffens', 'its', 'ears', 'to', 'sense', 'danger', 'the', 'larger', 'its', 'horns', 'the', 'more', 'powerful', 'its', 'secreted', 'venom']","['stiffen', 'its', 'ear', 'to', 'sense', 'danger', 'the', 'large', 'its', 'horn', 'the', 'more', 'powerful', 'its', 'secrete', 'venom']","[('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('PRON', 'DT'), ('ADJ', 'JJR'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PRON', 'DT'), ('ADV', 'RBR'), ('ADJ', 'JJ'), ('PRON', 'PRP$'), ('VERB', 'VBN'), ('NOUN', 'NN')]",[]
31,33,nidorino,['poison'],An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.,0033_nidorino.txt,an aggressive pokémon that is quick to attack the horn on its head secretes a powerful venom,"['an', 'aggressive', 'pokémon', 'that', 'is', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secretes', 'a', 'powerful', 'venom']","['an', 'aggressive', 'pokémon', 'that', 'be', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secrete', 'a', 'powerful', 'venom']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
32,34,nidoking,"['poison', 'ground']","It uses its powerful tail in battle to smash, constrict, then break the prey's bones.",0034_nidoking.txt,it uses its powerful tail in battle to smash constrict then break the preys bones,"['it', 'uses', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'preys', 'bones']","['it', 'use', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'prey', 'bone']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NNS')]",[]
33,35,clefairy,['fairy'],Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,0035_clefairy.txt,its magical and cute appeal has many admirers it is rare and found only in certain areas,"['its', 'magical', 'and', 'cute', 'appeal', 'has', 'many', 'admirers', 'it', 'is', 'rare', 'and', 'found', 'only', 'in', 'certain', 'areas']","['its', 'magical', 'and', 'cute', 'appeal', 'have', 'many', 'admirer', 'it', 'be', 'rare', 'and', 'find', 'only', 'in', 'certain', 'area']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('VERB', 'VBN'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
34,36,clefable,['fairy'],A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.,0036_clefable.txt,a timid fairy pokémon that is rarely seen it will run and hide the moment it senses people,"['a', 'timid', 'fairy', 'pokémon', 'that', 'is', 'rarely', 'seen', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'senses', 'people']","['a', 'timid', 'fairy', 'pokémon', 'that', 'be', 'rarely', 'see', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'sense', 'people']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS')]",['pokémon']
35,37,vulpix,['fire'],"At the time of birth, it has just one tail. The tail splits from its tip as it grows older.",0037_vulpix.txt,at the time of birth it has just one tail the tail splits from its tip as it grows older,"['at', 'the', 'time', 'of', 'birth', 'it', 'has', 'just', 'one', 'tail', 'the', 'tail', 'splits', 'from', 'its', 'tip', 'as', 'it', 'grows', 'older']","['at', 'the', 'time', 'of', 'birth', 'it', 'have', 'just', 'one', 'tail', 'the', 'tail', 'split', 'from', 'its', 'tip', 'as', 'it', 'grow', 'old']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('NUM', 'CD'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJR')]",[]
36,38,ninetales,['fire'],Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.,0038_ninetales.txt,very smart and very vengeful grabbing one of its many tails could result in a 1000year curse,"['very', 'smart', 'and', 'very', 'vengeful', 'grabbing', 'one', 'of', 'its', 'many', 'tails', 'could', 'result', 'in', 'a', '1000year', 'curse']","['very', 'smart', 'and', 'very', 'vengeful', 'grab', 'one', 'of', 'its', 'many', 'tail', 'could', 'result', 'in', 'a', '1000year', 'curse']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('VERB', 'VBG'), ('NUM', 'CD'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
37,39,jigglypuff,"['normal', 'fairy']","When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",0039_jigglypuff.txt,when its huge eyes light up it sings a mysteriously soothing melody that lulls its enemies to sleep,"['when', 'its', 'huge', 'eyes', 'light', 'up', 'it', 'sings', 'a', 'mysteriously', 'soothing', 'melody', 'that', 'lulls', 'its', 'enemies', 'to', 'sleep']","['when', 'its', 'huge', 'eye', 'light', 'up', 'it', 'sing', 'a', 'mysteriously', 'soothing', 'melody', 'that', 'lull', 'its', 'enemy', 'to', 'sleep']","[('SCONJ', 'WRB'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'RP'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB')]",[]
38,40,wigglytuff,"['normal', 'fairy']","The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",0040_wigglytuff.txt,the body is soft and rubbery when angered it will suck in air and inflate itself to an enormous size,"['the', 'body', 'is', 'soft', 'and', 'rubbery', 'when', 'angered', 'it', 'will', 'suck', 'in', 'air', 'and', 'inflate', 'itself', 'to', 'an', 'enormous', 'size']","['the', 'body', 'be', 'soft', 'and', 'rubbery', 'when', 'angered', 'it', 'will', 'suck', 'in', 'air', 'and', 'inflate', 'itself', 'to', 'an', 'enormous', 'size']","[('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('SCONJ', 'WRB'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
39,41,zubat,"['poison', 'flying']",Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.,0041_zubat.txt,forms colonies in perpetually dark places uses ultrasonic waves to identify and approach targets,"['forms', 'colonies', 'in', 'perpetually', 'dark', 'places', 'uses', 'ultrasonic', 'waves', 'to', 'identify', 'and', 'approach', 'targets']","['form', 'colony', 'in', 'perpetually', 'dark', 'place', 'use', 'ultrasonic', 'wave', 'to', 'identify', 'and', 'approach', 'target']","[('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('NOUN', 'NNS')]",[]
40,42,golbat,"['poison', 'flying']","Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",0042_golbat.txt,once it strikes it will not stop draining energy from the victim even if it gets too heavy to fly,"['once', 'it', 'strikes', 'it', 'will', 'not', 'stop', 'draining', 'energy', 'from', 'the', 'victim', 'even', 'if', 'it', 'gets', 'too', 'heavy', 'to', 'fly']","['once', 'it', 'strike', 'it', 'will', 'not', 'stop', 'drain', 'energy', 'from', 'the', 'victim', 'even', 'if', 'it', 'get', 'too', 'heavy', 'to', 'fly']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB')]",[]
41,43,oddish,"['grass', 'poison']","During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.",0043_oddish.txt,during the day it keeps its face buried in the ground at night it wanders around sowing its seeds,"['during', 'the', 'day', 'it', 'keeps', 'its', 'face', 'buried', 'in', 'the', 'ground', 'at', 'night', 'it', 'wanders', 'around', 'sowing', 'its', 'seeds']","['during', 'the', 'day', 'it', 'keep', 'its', 'face', 'bury', 'in', 'the', 'ground', 'at', 'night', 'it', 'wander', 'around', 'sow', 'its', 'seed']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]",[]
42,44,gloom,"['grass', 'poison']",The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.,0044_gloom.txt,the fluid that oozes from its mouth isnt drool it is a nectar that is used to attract prey,"['the', 'fluid', 'that', 'oozes', 'from', 'its', 'mouth', 'is', 'nt', 'drool', 'it', 'is', 'a', 'nectar', 'that', 'is', 'used', 'to', 'attract', 'prey']","['the', 'fluid', 'that', 'ooze', 'from', 'its', 'mouth', 'be', 'not', 'drool', 'it', 'be', 'a', 'nectar', 'that', 'be', 'use', 'to', 'attract', 'prey']","[('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('PART', 'RB'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('PROPN', 'NNP')]",['prey']
43,45,vileplume,"['grass', 'poison']","It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen.",0045_vileplume.txt,it has the worlds largest petals with every step the petals shake out heavy clouds of toxic pollen,"['it', 'has', 'the', 'worlds', 'largest', 'petals', 'with', 'every', 'step', 'the', 'petals', 'shake', 'out', 'heavy', 'clouds', 'of', 'toxic', 'pollen']","['it', 'have', 'the', 'world', 'large', 'petal', 'with', 'every', 'step', 'the', 'petal', 'shake', 'out', 'heavy', 'cloud', 'of', 'toxic', 'pollen']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADJ', 'JJS'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'RP'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
44,46,paras,"['bug', 'grass']",Burrows to suck tree roots. The mushrooms on its back grow by draw­ ing nutrients from the bug host.,0046_paras.txt,burrows to suck tree roots the mushrooms on its back grow by draw ing nutrients from the bug host,"['burrows', 'to', 'suck', 'tree', 'roots', 'the', 'mushrooms', 'on', 'its', 'back', 'grow', 'by', 'draw', 'ing', 'nutrients', 'from', 'the', 'bug', 'host']","['burrow', 'to', 'suck', 'tree', 'root', 'the', 'mushroom', 'on', 'its', 'back', 'grow', 'by', 'draw', 'ing', 'nutrient', 'from', 'the', 'bug', 'host']","[('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN')]",[]
45,47,parasect,"['bug', 'grass']",A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.,0047_parasect.txt,a hostparasite pair in which the parasite mushroom has taken over the host bug prefers damp places,"['a', 'hostparasite', 'pair', 'in', 'which', 'the', 'parasite', 'mushroom', 'has', 'taken', 'over', 'the', 'host', 'bug', 'prefers', 'damp', 'places']","['a', 'hostparasite', 'pair', 'in', 'which', 'the', 'parasite', 'mushroom', 'have', 'take', 'over', 'the', 'host', 'bug', 'prefer', 'damp', 'place']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'WDT'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('NOUN', 'NNS')]",[]
46,48,venonat,"['bug', 'poison']",Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.,0048_venonat.txt,lives in the shadows of tall trees where it eats insects it is attracted by light at night,"['lives', 'in', 'the', 'shadows', 'of', 'tall', 'trees', 'where', 'it', 'eats', 'insects', 'it', 'is', 'attracted', 'by', 'light', 'at', 'night']","['live', 'in', 'the', 'shadow', 'of', 'tall', 'tree', 'where', 'it', 'eat', 'insect', 'it', 'be', 'attract', 'by', 'light', 'at', 'night']","[('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]",[]
47,49,venomoth,"['bug', 'poison']",The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.,0049_venomoth.txt,the dustlike scales covering its wings are colorcoded to indicate the kinds of poison it has,"['the', 'dustlike', 'scales', 'covering', 'its', 'wings', 'are', 'colorcoded', 'to', 'indicate', 'the', 'kinds', 'of', 'poison', 'it', 'has']","['the', 'dustlike', 'scale', 'cover', 'its', 'wing', 'be', 'colorcode', 'to', 'indicate', 'the', 'kind', 'of', 'poison', 'it', 'have']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ')]",[]
48,50,diglett,['ground'],Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,0050_diglett.txt,lives about one yard underground where it feeds on plant roots it sometimes appears above ground,"['lives', 'about', 'one', 'yard', 'underground', 'where', 'it', 'feeds', 'on', 'plant', 'roots', 'it', 'sometimes', 'appears', 'above', 'ground']","['live', 'about', 'one', 'yard', 'underground', 'where', 'it', 'feed', 'on', 'plant', 'root', 'it', 'sometimes', 'appear', 'above', 'ground']","[('VERB', 'VBZ'), ('ADV', 'RB'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADV', 'RB'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN')]",[]
49,51,dugtrio,['ground'],A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.,0051_dugtrio.txt,a team of diglett triplets it triggers huge earthquakes by burrowing 60 miles underground,"['a', 'team', 'of', 'diglett', 'triplets', 'it', 'triggers', 'huge', 'earthquakes', 'by', 'burrowing', '60', 'miles', 'underground']","['a', 'team', 'of', 'diglett', 'triplet', 'it', 'trigger', 'huge', 'earthquake', 'by', 'burrow', '60', 'mile', 'underground']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADV', 'RB')]",['diglett']
50,52,meowth,['normal'],It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.,0052_meowth.txt,it washes its face regularly to keep the coin on its forehead spotless it doesnt get along with galarian meowth,"['it', 'washes', 'its', 'face', 'regularly', 'to', 'keep', 'the', 'coin', 'on', 'its', 'forehead', 'spotless', 'it', 'does', 'nt', 'get', 'along', 'with', 'galarian', 'meowth']","['it', 'wash', 'its', 'face', 'regularly', 'to', 'keep', 'the', 'coin', 'on', 'its', 'forehead', 'spotless', 'it', 'do', 'not', 'get', 'along', 'with', 'galarian', 'meowth']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PART', 'RB'), ('VERB', 'VB'), ('ADP', 'RP'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
51,53,persian,['normal'],"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",0053_persian.txt,although its fur has many admirers it is tough to raise as a pet because of its fickle meanness,"['although', 'its', 'fur', 'has', 'many', 'admirers', 'it', 'is', 'tough', 'to', 'raise', 'as', 'a', 'pet', 'because', 'of', 'its', 'fickle', 'meanness']","['although', 'its', 'fur', 'have', 'many', 'admirer', 'it', 'be', 'tough', 'to', 'raise', 'as', 'a', 'pet', 'because', 'of', 'its', 'fickle', 'meanness']","[('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
52,54,psyduck,['water'],"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",0054_psyduck.txt,while lulling its enemies with its vacant look this wily pokémon will use psychokinetic powers,"['while', 'lulling', 'its', 'enemies', 'with', 'its', 'vacant', 'look', 'this', 'wily', 'pokémon', 'will', 'use', 'psychokinetic', 'powers']","['while', 'lull', 'its', 'enemy', 'with', 'its', 'vacant', 'look', 'this', 'wily', 'pokémon', 'will', 'use', 'psychokinetic', 'power']","[('SCONJ', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
53,55,golduck,['water'],"Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",0055_golduck.txt,often seen swim ming elegantly by lake shores it is often mistaken for the japanese monster kappa,"['often', 'seen', 'swim', 'ming', 'elegantly', 'by', 'lake', 'shores', 'it', 'is', 'often', 'mistaken', 'for', 'the', 'japanese', 'monster', 'kappa']","['often', 'see', 'swim', 'ming', 'elegantly', 'by', 'lake', 'shore', 'it', 'be', 'often', 'mistake', 'for', 'the', 'japanese', 'monster', 'kappa']","[('ADV', 'RB'), ('VERB', 'VBN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('PROPN', 'NNP'), ('PROPN', 'NNP'), ('PROPN', 'NNP')]","['japanese', 'monster', 'kappa']"
54,56,mankey,['fighting'],Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,0056_mankey.txt,extremely quick to anger it could be docile one moment then thrashing away the next instant,"['extremely', 'quick', 'to', 'anger', 'it', 'could', 'be', 'docile', 'one', 'moment', 'then', 'thrashing', 'away', 'the', 'next', 'instant']","['extremely', 'quick', 'to', 'anger', 'it', 'could', 'be', 'docile', 'one', 'moment', 'then', 'thrash', 'away', 'the', 'next', 'instant']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('AUX', 'VB'), ('ADJ', 'JJ'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBG'), ('ADP', 'RP'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
55,57,primeape,['fighting'],Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,0057_primeape.txt,always furious and tenacious to boot it will not abandon chasing its quarry until it is caught,"['always', 'furious', 'and', 'tenacious', 'to', 'boot', 'it', 'will', 'not', 'abandon', 'chasing', 'its', 'quarry', 'until', 'it', 'is', 'caught']","['always', 'furious', 'and', 'tenacious', 'to', 'boot', 'it', 'will', 'not', 'abandon', 'chase', 'its', 'quarry', 'until', 'it', 'be', 'catch']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN')]",[]
