"id","pokemon","description","Doc","Tokens","Lemmas","POS","Proper_Nouns","Named_Entities","NE_Words"
"33","nidorino","an aggressive pokmon that is quick to attack the horn on its head secretes a powerful venom","an aggressive pokmon that is quick to attack the horn on its head secretes a powerful venom","['an', 'aggressive', 'pokmon', 'that', 'is', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secretes', 'a', 'powerful', 'venom']","['an', 'aggressive', 'pokmon', 'that', 'be', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secrete', 'a', 'powerful', 'venom']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"34","nidoking","it uses its powerful tail in battle to smash constrict then break the preys bones","it uses its powerful tail in battle to smash constrict then break the preys bones","['it', 'uses', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'preys', 'bones']","['it', 'use', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'prey', 'bone']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NNS')]","[]","[]","[]"
"35","clefairy","its magical and cute appeal has many admirers it is rare and found only in certain areas","its magical and cute appeal has many admirers it is rare and found only in certain areas","['its', 'magical', 'and', 'cute', 'appeal', 'has', 'many', 'admirers', 'it', 'is', 'rare', 'and', 'found', 'only', 'in', 'certain', 'areas']","['its', 'magical', 'and', 'cute', 'appeal', 'have', 'many', 'admirer', 'it', 'be', 'rare', 'and', 'find', 'only', 'in', 'certain', 'area']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('VERB', 'VBN'), ('ADV', 'RB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]","[]","[]","[]"
"36","clefable","a timid fairy pokmon that is rarely seen it will run and hide the moment it senses people","a timid fairy pokmon that is rarely seen it will run and hide the moment it senses people","['a', 'timid', 'fairy', 'pokmon', 'that', 'is', 'rarely', 'seen', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'senses', 'people']","['a', 'timid', 'fairy', 'pokmon', 'that', 'be', 'rarely', 'see', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'sense', 'people']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS')]","[]","[]","[]"
"37","vulpix","at the time of birth it has just one tail the tail splits from its tip as it grows older","at the time of birth it has just one tail the tail splits from its tip as it grows older","['at', 'the', 'time', 'of', 'birth', 'it', 'has', 'just', 'one', 'tail', 'the', 'tail', 'splits', 'from', 'its', 'tip', 'as', 'it', 'grows', 'older']","['at', 'the', 'time', 'of', 'birth', 'it', 'have', 'just', 'one', 'tail', 'the', 'tail', 'split', 'from', 'its', 'tip', 'as', 'it', 'grow', 'old']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('NUM', 'CD'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJR')]","[]","[]","[]"
"38","ninetales","very smart and very vengeful grabbing one of its many tails could result in a 1000year curse","very smart and very vengeful grabbing one of its many tails could result in a 1000year curse","['very', 'smart', 'and', 'very', 'vengeful', 'grabbing', 'one', 'of', 'its', 'many', 'tails', 'could', 'result', 'in', 'a', '1000year', 'curse']","['very', 'smart', 'and', 'very', 'vengeful', 'grab', 'one', 'of', 'its', 'many', 'tail', 'could', 'result', 'in', 'a', '1000year', 'curse']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('VERB', 'VBG'), ('NUM', 'CD'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","['CARDINAL']","[1000year]"
"39","jigglypuff","when its huge eyes light up it sings a mysteriously soothing melody that lulls its enemies to sleep","when its huge eyes light up it sings a mysteriously soothing melody that lulls its enemies to sleep","['when', 'its', 'huge', 'eyes', 'light', 'up', 'it', 'sings', 'a', 'mysteriously', 'soothing', 'melody', 'that', 'lulls', 'its', 'enemies', 'to', 'sleep']","['when', 'its', 'huge', 'eye', 'light', 'up', 'it', 'sing', 'a', 'mysteriously', 'soothing', 'melody', 'that', 'lull', 'its', 'enemy', 'to', 'sleep']","[('SCONJ', 'WRB'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'RP'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB')]","[]","[]","[]"
"40","wigglytuff","the body is soft and rubbery when angered it will suck in air and inflate itself to an enormous size","the body is soft and rubbery when angered it will suck in air and inflate itself to an enormous size","['the', 'body', 'is', 'soft', 'and', 'rubbery', 'when', 'angered', 'it', 'will', 'suck', 'in', 'air', 'and', 'inflate', 'itself', 'to', 'an', 'enormous', 'size']","['the', 'body', 'be', 'soft', 'and', 'rubbery', 'when', 'angered', 'it', 'will', 'suck', 'in', 'air', 'and', 'inflate', 'itself', 'to', 'an', 'enormous', 'size']","[('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('SCONJ', 'WRB'), ('ADJ', 'JJ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"41","zubat","forms colonies in perpetually dark places uses ultrasonic waves to identify and approach targets","forms colonies in perpetually dark places uses ultrasonic waves to identify and approach targets","['forms', 'colonies', 'in', 'perpetually', 'dark', 'places', 'uses', 'ultrasonic', 'waves', 'to', 'identify', 'and', 'approach', 'targets']","['form', 'colony', 'in', 'perpetually', 'dark', 'place', 'use', 'ultrasonic', 'wave', 'to', 'identify', 'and', 'approach', 'target']","[('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('NOUN', 'NNS')]","[]","[]","[]"
"42","golbat","once it strikes it will not stop draining energy from the victim even if it gets too heavy to fly","once it strikes it will not stop draining energy from the victim even if it gets too heavy to fly","['once', 'it', 'strikes', 'it', 'will', 'not', 'stop', 'draining', 'energy', 'from', 'the', 'victim', 'even', 'if', 'it', 'gets', 'too', 'heavy', 'to', 'fly']","['once', 'it', 'strike', 'it', 'will', 'not', 'stop', 'drain', 'energy', 'from', 'the', 'victim', 'even', 'if', 'it', 'get', 'too', 'heavy', 'to', 'fly']","[('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB')]","[]","[]","[]"
"43","oddish","during the day it keeps its face buried in the ground at night it wanders around sowing its seeds","during the day it keeps its face buried in the ground at night it wanders around sowing its seeds","['during', 'the', 'day', 'it', 'keeps', 'its', 'face', 'buried', 'in', 'the', 'ground', 'at', 'night', 'it', 'wanders', 'around', 'sowing', 'its', 'seeds']","['during', 'the', 'day', 'it', 'keep', 'its', 'face', 'bury', 'in', 'the', 'ground', 'at', 'night', 'it', 'wander', 'around', 'sow', 'its', 'seed']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]","[]","['DATE', 'TIME']","[the day, night]"
"44","gloom","the fluid that oozes from its mouth isnt drool it is a nectar that is used to attract prey","the fluid that oozes from its mouth isnt drool it is a nectar that is used to attract prey","['the', 'fluid', 'that', 'oozes', 'from', 'its', 'mouth', 'is', 'nt', 'drool', 'it', 'is', 'a', 'nectar', 'that', 'is', 'used', 'to', 'attract', 'prey']","['the', 'fluid', 'that', 'ooze', 'from', 'its', 'mouth', 'be', 'not', 'drool', 'it', 'be', 'a', 'nectar', 'that', 'be', 'use', 'to', 'attract', 'prey']","[('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('PART', 'RB'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('PROPN', 'NNP')]","['prey']","[]","[]"
"45","vileplume","it has the worlds largest petals with every step the petals shake out heavy clouds of toxic pollen","it has the worlds largest petals with every step the petals shake out heavy clouds of toxic pollen","['it', 'has', 'the', 'worlds', 'largest', 'petals', 'with', 'every', 'step', 'the', 'petals', 'shake', 'out', 'heavy', 'clouds', 'of', 'toxic', 'pollen']","['it', 'have', 'the', 'world', 'large', 'petal', 'with', 'every', 'step', 'the', 'petal', 'shake', 'out', 'heavy', 'cloud', 'of', 'toxic', 'pollen']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADJ', 'JJS'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'RP'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"46","paras","burrows to suck tree roots the mushrooms on its back grow by draw ing nutrients from the bug host","burrows to suck tree roots the mushrooms on its back grow by draw ing nutrients from the bug host","['burrows', 'to', 'suck', 'tree', 'roots', 'the', 'mushrooms', 'on', 'its', 'back', 'grow', 'by', 'draw', 'ing', 'nutrients', 'from', 'the', 'bug', 'host']","['burrow', 'to', 'suck', 'tree', 'root', 'the', 'mushroom', 'on', 'its', 'back', 'grow', 'by', 'draw', 'ing', 'nutrient', 'from', 'the', 'bug', 'host']","[('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN')]","[]","[]","[]"
"47","parasect","a hostparasite pair in which the parasite mushroom has taken over the host bug prefers damp places","a hostparasite pair in which the parasite mushroom has taken over the host bug prefers damp places","['a', 'hostparasite', 'pair', 'in', 'which', 'the', 'parasite', 'mushroom', 'has', 'taken', 'over', 'the', 'host', 'bug', 'prefers', 'damp', 'places']","['a', 'hostparasite', 'pair', 'in', 'which', 'the', 'parasite', 'mushroom', 'have', 'take', 'over', 'the', 'host', 'bug', 'prefer', 'damp', 'place']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'WDT'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('NOUN', 'NNS')]","[]","[]","[]"
"48","venonat","lives in the shadows of tall trees where it eats insects it is attracted by light at night","lives in the shadows of tall trees where it eats insects it is attracted by light at night","['lives', 'in', 'the', 'shadows', 'of', 'tall', 'trees', 'where', 'it', 'eats', 'insects', 'it', 'is', 'attracted', 'by', 'light', 'at', 'night']","['live', 'in', 'the', 'shadow', 'of', 'tall', 'tree', 'where', 'it', 'eat', 'insect', 'it', 'be', 'attract', 'by', 'light', 'at', 'night']","[('VERB', 'VBZ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","['TIME']","[night]"
"49","venomoth","the dustlike scales covering its wings are colorcoded to indicate the kinds of poison it has","the dustlike scales covering its wings are colorcoded to indicate the kinds of poison it has","['the', 'dustlike', 'scales', 'covering', 'its', 'wings', 'are', 'colorcoded', 'to', 'indicate', 'the', 'kinds', 'of', 'poison', 'it', 'has']","['the', 'dustlike', 'scale', 'cover', 'its', 'wing', 'be', 'colorcode', 'to', 'indicate', 'the', 'kind', 'of', 'poison', 'it', 'have']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ')]","[]","[]","[]"
"50","diglett","lives about one yard underground where it feeds on plant roots it sometimes appears above ground","lives about one yard underground where it feeds on plant roots it sometimes appears above ground","['lives', 'about', 'one', 'yard', 'underground', 'where', 'it', 'feeds', 'on', 'plant', 'roots', 'it', 'sometimes', 'appears', 'above', 'ground']","['live', 'about', 'one', 'yard', 'underground', 'where', 'it', 'feed', 'on', 'plant', 'root', 'it', 'sometimes', 'appear', 'above', 'ground']","[('VERB', 'VBZ'), ('ADV', 'RB'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADV', 'RB'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","['CARDINAL']","[about one]"
"51","dugtrio","a team of diglett triplets it triggers huge earthquakes by burrowing 60 miles underground","a team of diglett triplets it triggers huge earthquakes by burrowing 60 miles underground","['a', 'team', 'of', 'diglett', 'triplets', 'it', 'triggers', 'huge', 'earthquakes', 'by', 'burrowing', '60', 'miles', 'underground']","['a', 'team', 'of', 'diglett', 'triplet', 'it', 'trigger', 'huge', 'earthquake', 'by', 'burrow', '60', 'mile', 'underground']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADV', 'RB')]","['diglett']","['QUANTITY']","[60 miles]"
"52","meowth","it washes its face regularly to keep the coin on its forehead spotless it doesnt get along with galarian meowth","it washes its face regularly to keep the coin on its forehead spotless it doesnt get along with galarian meowth","['it', 'washes', 'its', 'face', 'regularly', 'to', 'keep', 'the', 'coin', 'on', 'its', 'forehead', 'spotless', 'it', 'does', 'nt', 'get', 'along', 'with', 'galarian', 'meowth']","['it', 'wash', 'its', 'face', 'regularly', 'to', 'keep', 'the', 'coin', 'on', 'its', 'forehead', 'spotless', 'it', 'do', 'not', 'get', 'along', 'with', 'galarian', 'meowth']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PART', 'RB'), ('VERB', 'VB'), ('ADP', 'RP'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"53","persian","although its fur has many admirers it is tough to raise as a pet because of its fickle meanness","although its fur has many admirers it is tough to raise as a pet because of its fickle meanness","['although', 'its', 'fur', 'has', 'many', 'admirers', 'it', 'is', 'tough', 'to', 'raise', 'as', 'a', 'pet', 'because', 'of', 'its', 'fickle', 'meanness']","['although', 'its', 'fur', 'have', 'many', 'admirer', 'it', 'be', 'tough', 'to', 'raise', 'as', 'a', 'pet', 'because', 'of', 'its', 'fickle', 'meanness']","[('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"54","psyduck","while lulling its enemies with its vacant look this wily pokmon will use psychokinetic powers","while lulling its enemies with its vacant look this wily pokmon will use psychokinetic powers","['while', 'lulling', 'its', 'enemies', 'with', 'its', 'vacant', 'look', 'this', 'wily', 'pokmon', 'will', 'use', 'psychokinetic', 'powers']","['while', 'lull', 'its', 'enemy', 'with', 'its', 'vacant', 'look', 'this', 'wily', 'pokmon', 'will', 'use', 'psychokinetic', 'power']","[('SCONJ', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]","[]","[]","[]"
"55","golduck","often seen swim ming elegantly by lake shores it is often mistaken for the japanese monster kappa","often seen swim ming elegantly by lake shores it is often mistaken for the japanese monster kappa","['often', 'seen', 'swim', 'ming', 'elegantly', 'by', 'lake', 'shores', 'it', 'is', 'often', 'mistaken', 'for', 'the', 'japanese', 'monster', 'kappa']","['often', 'see', 'swim', 'ming', 'elegantly', 'by', 'lake', 'shore', 'it', 'be', 'often', 'mistake', 'for', 'the', 'japanese', 'monster', 'kappa']","[('ADV', 'RB'), ('VERB', 'VBN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('PROPN', 'NNP'), ('PROPN', 'NNP'), ('PROPN', 'NNP')]","['japanese', 'monster', 'kappa']","['NORP']","[japanese]"
"56","mankey","extremely quick to anger it could be docile one moment then thrashing away the next instant","extremely quick to anger it could be docile one moment then thrashing away the next instant","['extremely', 'quick', 'to', 'anger', 'it', 'could', 'be', 'docile', 'one', 'moment', 'then', 'thrashing', 'away', 'the', 'next', 'instant']","['extremely', 'quick', 'to', 'anger', 'it', 'could', 'be', 'docile', 'one', 'moment', 'then', 'thrash', 'away', 'the', 'next', 'instant']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('AUX', 'VB'), ('ADJ', 'JJ'), ('NUM', 'CD'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBG'), ('ADP', 'RP'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","['CARDINAL']","[one]"
"57","primeape","always furious and tenacious to boot it will not abandon chasing its quarry until it is caught","always furious and tenacious to boot it will not abandon chasing its quarry until it is caught","['always', 'furious', 'and', 'tenacious', 'to', 'boot', 'it', 'will', 'not', 'abandon', 'chasing', 'its', 'quarry', 'until', 'it', 'is', 'caught']","['always', 'furious', 'and', 'tenacious', 'to', 'boot', 'it', 'will', 'not', 'abandon', 'chase', 'its', 'quarry', 'until', 'it', 'be', 'catch']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('AUX', 'MD'), ('PART', 'RB'), ('VERB', 'VB'), ('VERB', 'VBG'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN')]","[]","[]","[]"
"58","growlithe","very protective of its territory it will bark and bite to repel intruders from its space","very protective of its territory it will bark and bite to repel intruders from its space","['very', 'protective', 'of', 'its', 'territory', 'it', 'will', 'bark', 'and', 'bite', 'to', 'repel', 'intruders', 'from', 'its', 'space']","['very', 'protective', 'of', 'its', 'territory', 'it', 'will', 'bark', 'and', 'bite', 'to', 'repel', 'intruder', 'from', 'its', 'space']","[('ADV', 'RB'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","[]","[]","[]"
